event_id,event_date,event_title,location_description,ner_state,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,longitude,latitude,rainfall_24h_mm,rainfall_3d_mm,rainfall_7d_mm,temperature_c,soil_water_layer_1,soil_water_layer_2,surface_pressure_hpa,elevation_m,slope_degree,aspect_degree,landcover_code,landcover_class,landslide_occurred
256,2007-09-10 00:00:00,Rhodong village near Rhey in East Sikkim,Rhodong village near Rhey in East Sikkim,Sikkim,landslide,rain,medium,unknown,,,88.6236,27.3425,330.8453559875488,1675.1279830932615,4700.295448303223,19.423913574218773,0.4328536987304687,0.4345283508300781,847.7640625,2014.58447265625,14.673609009819833,178.26255295287672,10,Tree cover,1
259,2007-09-11 00:00:00,"Assam-Agartala National Highway, Sonarpur in Jayantiya hills of Meghalaya","Assam-Agartala National Highway, Sonarpur in Jayantiya hills of Meghalaya",Meghalaya,landslide,rain,medium,unknown,,,91.27,25.52,140.54465293884277,613.3539527654648,5017.802402377129,20.644708251953148,0.4817695617675781,0.4863542020320892,865.386171875,1337.01953125,1.6176414347499748,337.76361696007945,10,Tree cover,1
258,2007-09-11 00:00:00,"NH-39 at Imphal-Moreh section, Lokchao largest event","NH-39 at Imphal-Moreh section, Lokchao largest event",Manipur,landslide,rain,medium,unknown,3.0,,94.0564,24.4279,99.04000163078308,195.0954981148243,2264.5296938717365,21.475518798828148,0.4322770535945892,0.4372685849666595,889.359140625,855.2040405273438,4.749735885853616,16.25409127576404,30,Grassland,1
264,2007-09-13 00:00:00,Guwahati,Guwahati,Assam,landslide,rain,medium,unknown,,,91.8,26.1833,142.21443235874176,209.73787270486355,2395.546531304717,27.5749450683594,0.481412261724472,0.4935353696346283,993.555859375,72.29508972167969,0.8982887354826263,184.72537245283925,50,Built-up,1
269,2007-09-18 00:00:00,Geyzing-Jorethang road and Naya Bazar-Legship road,Geyzing-Jorethang road and Naya Bazar-Legship road,Sikkim,landslide,rain,medium,unknown,,,88.2816,27.2872,77.49350368976593,503.2969117164612,1534.789189696312,18.880883789062523,0.4092095792293548,0.4158363342285156,826.1909375,753.7874755859375,21.113069666591883,288.1881731233456,10,Tree cover,1
285,2007-09-29 00:00:00,"National Highway, 45 Aizwal (Mizoram)","National Highway, 45 Aizwal (Mizoram)",Mizoram,landslide,rain,medium,unknown,,,92.6921,24.1293,167.26520657539368,358.1980094313621,511.1427288502455,24.193383789062523,0.4217700958251953,0.4204006195068359,968.806015625,769.6942138671875,2.63315212487179,43.93546991991616,10,Tree cover,1
313,2007-10-16 00:00:00,"NH-39 at Piphema,  6 km towards Dimapur from Kohima in Nagaland","NH-39 at Piphema,  6 km towards Dimapur from Kohima in Nagaland",Nagaland,landslide,rain,large,unknown,,,94.0132,25.7055,349.3392765522003,824.5458602905273,1745.123740285635,17.177911376953148,0.4748077392578125,0.4717935025691986,858.124921875,1421.5885009765625,15.4376377177618,126.54285061130884,10,Tree cover,1
319,2007-10-19 00:00:00,"Maram-Purul Road, Karong Assembly Constituency of Senapati district, Manipur","Maram-Purul Road, Karong Assembly Constituency of Senapati district, Manipur",Nagaland,landslide,rain,medium,unknown,,,94.1162,25.4379,237.8521263599396,516.5746510028839,1409.0586155653,17.483575439453148,0.4850667417049408,0.4972235262393951,866.381953125,1478.8232421875,13.167278824071412,221.08207849733128,10,Tree cover,1
322,2007-10-21 00:00:00,National Highway 53 at Nungba in Tamenglong district of Manipur,National Highway 53 at Nungba in Tamenglong district of Manipur,Assam,landslide,rain,medium,unknown,,,93.4333,24.75,11.721886694431303,202.96452939510343,703.94666492939,19.4936462402344,0.4019292294979095,0.4071553647518158,940.169140625,362.1705322265625,15.483210744660209,108.05906285383467,10,Tree cover,1
545,2008-05-20 00:00:00,"A Cachar District village, near village of Srinager, Assam","A Cachar District village, near village of Srinager, Assam",Assam,mudslide,mining,medium,unknown,5.0,,92.8411,24.9849,217.48779714107516,696.2474584579468,888.0921378731728,25.337426757812523,0.4491570889949798,0.4730968475341797,985.461953125,218.9383087158203,1.7799777815955864,208.3200022113483,10,Tree cover,1
580,2008-06-09 00:00:00,"near Kuloor church, in Manipur along National Highway","near Kuloor church, in Manipur along National Highway",Manipur,landslide,monsoon,medium,unknown,,,93.9784,24.6596,106.24446719884872,441.3506761193276,764.4854560494423,23.139001464843773,0.4844010770320892,0.4872347414493561,917.301484375,777.9933471679688,0.1786267287414252,324.2351926800735,10,Tree cover,1
585,2008-06-14 00:00:00,"Itanagar-Naharlagun, Arunachal Pradesh","Itanagar-Naharlagun, Arunachal Pradesh",Arunachal Pradesh,landslide,rain,large,unknown,21.0,,93.6287,27.0998,338.0379676818848,534.149520099163,1044.982474297285,23.2228942871094,0.4733600616455078,0.4923222959041595,939.834765625,397.61767578125,3.2188206602496563,278.252701592709,50,Built-up,1
587,2008-06-15 00:00:00,"Lakhimpur district, Bihpuria, Assam","Lakhimpur district, Bihpuria, Assam",Assam,landslide,downpour,medium,unknown,17.0,,94.0989,27.2298,33.23225677013397,793.796107172966,1369.256652891636,27.445703125000023,0.3906269073486328,0.3925743103027344,978.021484375,95.56906127929688,0.0492543101912447,124.23375481267384,10,Tree cover,1
594,2008-06-19 00:00:00,"Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur","Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur",Manipur,mudslide,monsoon,medium,unknown,,,93.8275,24.9336,109.66378450393675,552.5323450565338,849.8273082077503,20.836633300781276,0.470621109008789,0.4823964536190033,882.165859375,959.5870361328124,9.0753535596754,102.77334528370255,30,Grassland,1
692,2008-08-07 00:00:00,"National Highway-39, Dimapur-Imphal road and another under Kiphire district of Nagaland","National Highway-39, Dimapur-Imphal road and another under Kiphire district of Nagaland",Nagaland,landslide,downpour,medium,unknown,,,94.04,25.705,154.03982996940613,556.3499629497528,1664.1865074634552,20.8217712402344,0.4989179074764251,0.500189483165741,847.3853125,1069.9625244140625,11.876354697613882,28.45708761427977,10,Tree cover,1
714,2008-08-14 00:00:00,"Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh","Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh",Assam,landslide,rain,medium,unknown,,,94.0,27.163,109.5736026763916,298.51390048861504,1421.689576935023,26.312371826171898,0.4178098142147064,0.4125022888183594,982.358828125,95.22576141357422,0.0500654165669437,148.8234333629058,60,Bare / sparse vegetation,1
731,2008-08-19 00:00:00,"Akuk village, Wokha District, Nagaland","Akuk village, Wokha District, Nagaland",Nagaland,mudslide,downpour,medium,unknown,4.0,,94.25,26.138,268.5140371322632,691.4511919021606,1316.1402642726898,23.7319274902344,0.4771550595760345,0.4936472475528717,928.1215625,1015.8339233398438,13.059349424407154,147.45620535742762,10,Tree cover,1
755,2008-08-28 00:00:00,"Ranka, Sikkim and Louing road","Ranka, Sikkim and Louing road",Sikkim,landslide,downpour,medium,unknown,,,88.609,27.337,1212.7799987792969,2771.0379362106323,5004.718393087387,18.864923095703148,0.4295463562011719,0.4331398010253906,845.74015625,1469.758056640625,17.94398388888501,255.26301919686688,50,Built-up,1
760,2008-08-29 00:00:00,"Kohima, Nagaland","Kohima, Nagaland",Nagaland,complex,downpour,medium,unknown,,,94.1066,25.67,493.2119250297546,886.4931166172028,2526.2875705957413,20.839654541015648,0.4659105837345123,0.4929542541503906,865.757734375,1437.6785888671875,3.90062880412572,233.3668276450973,50,Built-up,1
868,2008-10-29 00:00:00,"Kamrup, and Sonitpur, Assam","Kamrup, and Sonitpur, Assam",Assam,landslide,downpour,medium,unknown,7.0,,91.25,26.3333,0.4923120141029358,991.404127329588,1079.3353906810808,23.365167236328148,0.4530296325683594,0.4699853360652923,1004.298359375,42.0692138671875,0.0571429361684122,304.9716275100889,40,Cropland,1
870,2008-10-29 00:00:00,"West Kameng, Arunachal Pradesh","West Kameng, Arunachal Pradesh",Arunachal Pradesh,mudslide,downpour,medium,unknown,12.0,,92.35,27.4,21.77216485142708,1601.2958772480488,1974.093098193407,12.751000976562525,0.4111080169677734,0.4150244295597076,807.764609375,2711.107421875,9.934314086862548,258.6990462524358,10,Tree cover,1
869,2008-10-29 00:00:00,North Lakhimpur ,North Lakhimpur ,Assam,landslide,downpour,medium,unknown,,,94.1167,27.2333,2.0086970180273056,481.6381707787514,564.5066599026904,21.949395751953148,0.3517907559871673,0.3581485748291015,990.694609375,94.54557800292967,0.2061738896292667,185.32837544987603,10,Tree cover,1
1084,2009-08-12 00:00:00,"Upper Subansiri District, Arunanchal Pradesh","Upper Subansiri District, Arunanchal Pradesh",Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,92.8,27.7,2195.739507675171,3538.988769054413,4406.317077577114,16.510736083984398,0.4289296567440033,0.4289601743221283,767.686484375,2535.724853515625,15.343229888509324,198.73457215944092,10,Tree cover,1
1108,2009-08-20 00:00:00,"Tamei, Tamenglong district on Imphal-Tamenglong (IT) road","Tamei, Tamenglong district on Imphal-Tamenglong (IT) road",Assam,landslide,downpour,medium,unknown,0.0,,93.5,24.9925,158.07755291461945,403.8296863436699,1519.8308154940603,22.2893005371094,0.4263165891170501,0.4254379272460937,932.474453125,1207.78369140625,4.92708736299653,332.5417647835508,50,Built-up,1
1112,2009-08-20 00:00:00,"NH31A, Mile 27 near Rambi","NH31A, Mile 27 near Rambi",Sikkim,mudslide,downpour,medium,unknown,0.0,,88.5287,27.1761,604.5536398887634,1470.5904126167295,8081.006348133087,20.789849853515648,0.4252986907958984,0.4322706758975982,884.4565625,332.864501953125,9.077404859231882,214.5632951813357,50,Built-up,1
1109,2009-08-20 00:00:00,Lumding-Badarpur section in North Cachar Hills district,Lumding-Badarpur section in North Cachar Hills district,Assam,landslide,downpour,medium,unknown,0.0,,93.1645,25.5215,42.98590123653412,154.02479097247124,1460.7890462502835,25.505181884765648,0.4653536379337311,0.4516519010066986,963.428203125,266.9810791015625,0.4611351127389449,216.132334832398,10,Tree cover,1
1125,2009-08-26 00:00:00,"17th Mile towards Tsomgo Lake, near Kyongsala, Sikkim ","17th Mile towards Tsomgo Lake, near Kyongsala, Sikkim ",Sikkim,landslide,rain,medium,unknown,,,88.7648,27.3746,204.94532585144043,1048.6215949058533,2605.779767036438,7.899774169921898,0.4238554537296295,0.4248650968074798,638.30015625,3757.88720703125,8.163739033151451,195.52331757178783,80,Permanent water bodies,1
1127,2009-08-27 00:00:00,between Mahur and Phaiding railway stations on Barail hills (Mahur and Barail hills located),between Mahur and Phaiding railway stations on Barail hills (Mahur and Barail hills located),Assam,landslide,downpour,medium,unknown,,,93.123,25.1718,116.86863750219344,352.33423486351967,1489.1291223466396,23.1308532714844,0.4922657012939453,0.4908790588378906,923.221484375,698.047607421875,6.842775166761434,342.1226314557396,30,Grassland,1
1129,2009-08-30 00:00:00,"Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur","Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur",Manipur,landslide,downpour,medium,unknown,,,94.4182,24.8628,230.6683510541916,422.0235049724579,711.7157354950905,21.817254638671898,0.4205080568790436,0.4234199523925781,890.838125,968.0101318359376,12.739920429100884,268.0123768530062,10,Tree cover,1
1168,2009-09-17 00:00:00,"4th Mile on road between Rongli, Rhenock and Rangpo in East Sikkim.","4th Mile on road between Rongli, Rhenock and Rangpo in East Sikkim.",Sikkim,landslide,rain,medium,unknown,,,88.6115,27.1954,163.16300630569458,335.7463553547859,1717.0692682266235,20.704614257812523,0.4167429506778717,0.4066976010799408,867.265,477.65380859375,8.361250314905117,359.2000025081556,10,Tree cover,1
1222,2009-10-05 00:00:00,"Chhinga Veng, Aizawl","Chhinga Veng, Aizawl",Mizoram,landslide,downpour,medium,urban,3.0,,92.72124394,23.73478778,265.26227593421936,1091.901808977127,1244.5868626236916,23.186944580078148,0.4251047670841217,0.4269091188907623,943.832734375,1026.9345703125,1.775183193388253,112.64513598070482,30,Grassland,1
1596,2010-03-27 20:00:00,"LangthAbal Khoupum, Imphal, Manipur","LangthAbal Khoupum, Imphal, Manipur",Manipur,mudslide,downpour,medium,unknown,0.0,,93.9161,24.7339,29.70515750348568,29.73447634940385,31.425834168373967,23.688165283203148,0.180220291018486,0.1886558532714843,920.075,850.3824462890625,2.4993882102596463,180.6057527247282,30,Grassland,1
1611,2010-04-01 00:00:00,"Paglanala village, Dholai Block, near Dwarbandh locality of the district, Cachar district (could only find district) 45 km from Silchar, Assam","Paglanala village, Dholai Block, near Dwarbandh locality of the district, Cachar district (could only find district) 45 km from Silchar, Assam",Assam,landslide,downpour,medium,unknown,3.0,,93.028,25.1553,123.501718044281,1186.548352241516,1700.331540661864,20.8002868652344,0.4878832399845123,0.4932244718074798,934.843125,417.6344604492188,9.099453667848575,43.28617455961637,10,Tree cover,1
1613,2010-04-02 23:00:00,"Koloriang, Kuring Kumey district, Arunachal Pradesh","Koloriang, Kuring Kumey district, Arunachal Pradesh",Arunachal Pradesh,mudslide,downpour,large,unknown,12.0,,93.3497,27.8997,324.0787386894226,841.7584300041199,1750.065103173256,10.994256591796898,0.426370620727539,0.4261366426944732,777.00046875,878.1353149414062,9.075601212793392,195.769662184692,50,Built-up,1
1756,2010-04-17 00:00:00,"Nam Nang, Gangtok","Nam Nang, Gangtok",Sikkim,landslide,downpour,small,unknown,0.0,,88.6087,27.322,80.5806815624237,172.12090641260147,437.2959602624178,17.621728515625023,0.3911495208740234,0.3795293271541595,850.088203125,1457.893310546875,4.399761790553298,158.53534533192453,10,Tree cover,1
1755,2010-04-17 15:00:00,"Natl. Highway 31-A at Pani House(?), Gangtok","Natl. Highway 31-A at Pani House(?), Gangtok",Sikkim,landslide,downpour,small,unknown,0.0,,88.6083,27.3341,80.5806815624237,172.12090641260147,437.2959602624178,17.621728515625023,0.3911495208740234,0.3795293271541595,850.088203125,1469.758056640625,17.94398388888501,255.26301919686688,10,Tree cover,1
1770,2010-04-20 00:00:00,"Kharghuli, Guwahati, Assam","Kharghuli, Guwahati, Assam",Assam,landslide,downpour,medium,unknown,0.0,,91.763,26.1965,553.8814663887024,1109.286189079285,1920.2378541231155,22.373803710937523,0.4737860262393951,0.4962978363037109,991.53375,78.13805389404297,2.2424489623539365,304.9651630303252,50,Built-up,1
1771,2010-04-20 00:00:00,"Raj Bhavan Guwahati, Assam","Raj Bhavan Guwahati, Assam",Assam,landslide,downpour,medium,unknown,0.0,,91.7665,26.1978,553.8814663887024,1109.286189079285,1920.2378541231155,22.373803710937523,0.4737860262393951,0.4962978363037109,991.53375,88.93688201904297,5.015605123771912,302.62294224263184,50,Built-up,1
1775,2010-04-21 00:00:00,Arunachal Pradesh ,Arunachal Pradesh ,Arunachal Pradesh,landslide,downpour,medium,unknown,12.0,,96.1779,27.8965,838.0076885223389,1683.3951771259308,1888.4222470223904,21.382958984375023,0.483257919549942,0.491436630487442,967.199296875,,,,10,Tree cover,1
1776,2010-04-21 00:00:00,Shillong-Jowai(Jwai)-Badarpur National Highway(NH 44) at Sunapur village in Jaintia Hills District,Shillong-Jowai(Jwai)-Badarpur National Highway(NH 44) at Sunapur village in Jaintia Hills District,Meghalaya,landslide,downpour,medium,unknown,0.0,,92.2845,25.3612,411.6314053535461,2615.717589855194,3665.428183972836,19.299859619140648,0.4813709259033203,0.4760595858097076,868.581328125,1221.856689453125,2.0745837762530543,185.9089590754381,30,Grassland,1
1857,2010-05-11 09:00:00,"National highway 44 at Sunapur and Tongseng in Jaintia Hills district, eastern Meghalaya","National highway 44 at Sunapur and Tongseng in Jaintia Hills district, eastern Meghalaya",Meghalaya,landslide,downpour,medium,unknown,0.0,,92.2897,25.3433,344.5813357830048,1671.6758906841278,1952.2890727967024,21.7114196777344,0.4843679964542389,0.4805208742618561,901.757578125,1215.112548828125,1.8833264183814304,146.74559054599376,30,Grassland,1
1930,2010-05-31 00:00:00,"Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ","Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ",Arunachal Pradesh,landslide,downpour,medium,unknown,0.0,,95.8776,28.4298,412.4434292316437,736.8936240673065,1524.530217051506,18.250543212890648,0.426633208990097,0.4274705350399017,836.603828125,,,,10,Tree cover,1
1929,2010-05-31 23:00:00,"North Sikkiim Highway, periphery of Gangtok, Sikkim East district","North Sikkiim Highway, periphery of Gangtok, Sikkim East district",Sikkim,landslide,downpour,medium,unknown,0.0,,88.6428,27.3543,120.186448097229,291.2397161126137,829.2987495660782,17.972711181640648,0.404630035161972,0.4001197814941406,800.490078125,2061.16845703125,22.227177683462877,102.60050030511354,10,Tree cover,1
1935,2010-06-03 00:00:00,"atharamura hills, Highway 44, Tripura","atharamura hills, Highway 44, Tripura",Tripura,landslide,downpour,medium,unknown,0.0,,91.7599,23.8986,56.78007751703262,170.45922204852104,1326.485376805067,28.343377685546898,0.407489150762558,0.4072863161563873,992.080390625,211.34381103515625,4.4465495025554524,290.9649887810725,10,Tree cover,1
1934,2010-06-03 05:00:00,Rongpur village under Bhairabhnagar panchayat in Karimganj district,Rongpur village under Bhairabhnagar panchayat in Karimganj district,Assam,landslide,downpour,medium,unknown,2.0,,92.3814,24.6005,68.62956285476685,337.24765479564667,1441.1212354898453,27.655206298828148,0.4493204653263092,0.449963241815567,1000.579609375,83.98977661132812,1.8149536381496505,102.10013822547842,10,Tree cover,1
1954,2010-06-07 00:00:00,"Irang(?) and Barak(?) and Makru(?) on highway 53 between Imphal and Jiribam, Manipur","Irang(?) and Barak(?) and Makru(?) on highway 53 between Imphal and Jiribam, Manipur",Manipur,landslide,rain,medium,unknown,0.0,,93.5039,24.7543,130.56910037994385,331.39992505311966,799.7011095285416,24.138360595703148,0.4193560183048248,0.4166196286678314,934.751875,484.81536865234375,25.20938550839688,356.6770109998239,10,Tree cover,1
1961,2010-06-09 14:15:00,"Ishok Chingphu(?), Bishnupur, Assam","Ishok Chingphu(?), Bishnupur, Assam",Meghalaya,landslide,downpour,medium,unknown,0.0,,91.2,25.8833,273.94282817840576,558.9171424508095,2261.506408452988,24.6061950683594,0.4897905886173248,0.4988174438476562,978.800390625,210.4703521728516,9.928684630065232,140.29806404302911,10,Tree cover,1
1987,2010-06-15 00:00:00,"rails between Mahur and Wadringdisa(?), Assam","rails between Mahur and Wadringdisa(?), Assam",Assam,landslide,downpour,medium,unknown,0.0,,93.1658,25.2269,89.81151878833771,394.67523992061615,854.3520346283913,22.704309082031276,0.5025361180305481,0.5025151371955872,907.604296875,420.1214294433594,3.810700113748364,311.0575285641565,40,Cropland,1
1986,2010-06-15 00:00:00,"Fazl Ali College, Mokokchung, Nagaland","Fazl Ali College, Mokokchung, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.5512,26.3335,215.8115804195404,587.7396166324615,1101.7821319401264,22.627160644531276,0.4858468472957611,0.4951852262020111,889.0984375,1322.29638671875,8.122136598444111,166.218914817047,50,Built-up,1
1994,2010-06-16 00:00:00,"rails between Jatinga and Longrangjao(?), Assam","rails between Jatinga and Longrangjao(?), Assam",Assam,landslide,downpour,medium,unknown,0.0,,92.8025,25.0633,131.3951462507248,566.4468854665756,1263.8492733240128,22.654901123046898,0.4640636444091797,0.4692554473876953,930.14,114.3108901977539,4.903294759349135,85.55926438941185,10,Tree cover,1
1996,2010-06-17 19:30:00,"Shayoung Ward(?), Longleng, Nagaland","Shayoung Ward(?), Longleng, Nagaland",Nagaland,landslide,downpour,medium,unknown,0.0,,94.8833,26.4333,210.00249683856964,496.9129338860512,1318.442843854427,22.756768798828148,0.4525095522403717,0.4590231478214264,881.296640625,486.9370727539063,3.786713557008382,153.8599633681633,10,Tree cover,1
2026,2010-06-28 00:00:00,"Borsorsa(?), West Khasi Hills, Meghalaya","Borsorsa(?), West Khasi Hills, Meghalaya",Meghalaya,landslide,downpour,medium,unknown,0.0,,91.2698,25.4916,1417.6218509674072,3779.7738313674927,5833.89438688755,20.550103759765648,0.4850877225399017,0.5016244053840637,862.78875,1511.6146240234375,2.419590035009426,314.24230619384934,10,Tree cover,1
2025,2010-06-28 00:00:00,"Police CID complex(?), Shillong, Meghalaya","Police CID complex(?), Shillong, Meghalaya",Meghalaya,landslide,downpour,medium,unknown,1.0,,91.885,25.5728,977.6756763458252,2272.6629972457886,4899.800419807434,21.367486572265648,0.4791851043701172,0.5005893707275391,871.840390625,1486.363037109375,2.451517730705459,354.96514344249783,50,Built-up,1
2045,2010-07-06 00:00:00,"Tuensang, Nagaland","Tuensang, Nagaland",Nagaland,mudslide,monsoon,medium,unknown,0.0,,94.8133,26.2363,68.67000460624695,288.69880735874176,1262.2705101966858,19.955133056640648,0.5002772212028503,0.4972699582576751,835.545703125,1537.0203857421875,6.137338458769166,48.53419663211503,50,Built-up,1
2043,2010-07-06 00:00:00,"Mon, Nagaland","Mon, Nagaland",Nagaland,mudslide,monsoon,medium,unknown,0.0,,95.0281,26.7225,126.08635425567628,436.5493059158325,1472.6831316947937,25.214501953125023,0.4619840085506439,0.4863363802433014,932.467421875,706.0902099609375,3.9986915018952103,73.37759309432857,10,Tree cover,1
2042,2010-07-06 00:00:00,"Zunheboto, Nagaland","Zunheboto, Nagaland",Nagaland,mudslide,monsoon,medium,unknown,0.0,,94.5238,26.0093,50.62918365001679,233.46418142318728,1127.7505159378052,22.127832031250023,0.4935550689697265,0.4850489199161529,874.7565625,1794.303955078125,3.178720065314649,251.7233410011473,50,Built-up,1
2044,2010-07-06 00:00:00,"Kiphire,  Nagaland","Kiphire,  Nagaland",Nagaland,mudslide,monsoon,medium,unknown,0.0,,94.7861,25.8877,110.69531738758089,413.5757237672806,1243.1840151548386,22.7578063964844,0.5044898986816406,0.4927546083927154,888.9328125,1103.6253662109375,6.996343948925652,50.70496722541248,50,Built-up,1
